time,ch.1,ch.2,ch.3
2.3702320561497774,0.1603175755341634,-0.7348893701399322,-0.1516887250303974
2.414953415699773,-0.0812264174097678,0.1382852650155866,-0.168871101716533
2.459674775249769,-0.3831347674482762,-0.0053851564240598,0.2663446257745276
2.504396134799765,-0.1044545758519927,-0.0053851564240598,0.44962331042664
2.54911749434976,-0.1555565244248875,-0.1822289440672129,0.1861957755180816
2.593838853899756,-0.1276827342942176,-0.5359068984342866,0.0200994675521047
2.6385602134497517,-0.2623771984039144,-0.1269560352600891,0.4324409337405045
2.6832815729997477,-0.2948966202230292,-0.2817201799200356,-0.0600493827043412
2.7280029325497437,0.1417350487803835,-0.2264472711129119,0.2434347901930135
2.7727242920997393,-0.1369739976711076,-0.602234389002835,-0.5181749457769159
2.8174456516497353,-0.1509108927364426,-0.0053851564240598,-0.168871101716533
2.862167011199731,0.1789001022879434,-0.0385193811686911,-0.5697220758353225
2.906888370749727,-0.0719351540328778,-0.1159014534986644,-0.0543219238089626
2.951609730299723,-0.6990088674073272,-0.0716831264529654,0.2777995435652846
2.9963310898497184,0.346113988216755,0.1935581738227103,0.134648645459675
3.0410524493997144,0.1835457339763883,-0.0164102176458417,0.0372818442382402
3.0857738089497095,-0.2019839864541296,-0.1932835258286376,-0.2203826574960863
3.1304951684997055,-0.0022630845626511,-0.6353981342871093,0.2320154466811098
3.1752165280497016,-0.3831347674482762,-0.3038293434428851,0.4209860159497475
3.219937887599697,-0.5178580864131808,-0.5359068984342866,0.3980761803682334
3.264659247149693,0.0906331002074887,-0.5911798072414103,-0.0657768415997197
3.3093806066996887,0.397187081934442,-0.8122714424699052,0.3579839681005838
3.3541019662496847,-0.2856053568461393,-0.1711743623057881,0.1403761043550535
3.3988233257996807,-0.0161875737715381,0.116176101492737,-0.2146907728795611
3.4435446853496763,-0.420299820955836,-0.5248523166728618,-0.0256846293320701
3.4882660448996723,0.6712504966974882,-0.1159014534986644,-0.1058690538673693
3.532987404449668,0.9452850566053268,-0.5690706437185609,-0.1975083961934255
3.577708763999664,-0.2066296181425746,-0.9227485980856344,-0.014229711541313
3.62243012354966,-0.2019839864541296,-0.6685618795713837,0.3866212625774764
3.667151483099655,-0.2530859350270244,-0.4474702443428886,0.2606171668791491
3.711872842649651,-0.0905176807866578,-0.4695794078657381,0.0143720086567262
3.7565942021996466,0.2950120396438602,-0.1048468717372396,-0.2318375752868434
3.8013155617496426,-0.039415732213763,0.1935581738227103,0.5354996195784646
3.8460369212996386,-0.5132124547247356,-0.3591022522500089,-0.4380260955204699
3.890758280849634,0.0906331002074887,-0.2706655981586108,-0.2776572464498715
3.93547964039963,0.1789001022879434,0.0830123562084628,-0.4609003568231307
3.9802009999496257,-0.0115419420830931,-0.6575072978099588,0.2606171668791491
4.024922359499622,-0.1648477878017775,-0.1048468717372396,0.146103563250432
4.069643719049617,0.0255942565692589,-0.6906710430942331,0.3923487214728549
4.114365078599613,0.0488224150114839,-0.0164102176458417,0.0716465976105113
4.159086438149609,-0.0068963103946481,-0.6243435525256846,0.4381683926358831
4.203807797699604,0.3321770931514201,-0.0274647994072664,-0.0371395471228271
4.2485291572496005,-0.0626438906559879,0.0277394474013391,0.1804683166227031
4.2932505167995965,0.0534680466999289,-0.9227485980856344,-0.1402338072396404
4.3379718763495925,-0.1091002075404377,-0.3591022522500089,-0.1860534784026685
4.382693235899588,-0.3320616737305892,-0.5801252254799856,0.3121642969375557
4.427414595449584,-0.0812264174097678,-0.2043381075900624,-0.1631436428211544
