time,ch.1,ch.2,ch.3
0.0,-0.4249454526442811,-0.5248523166728618,0.415258557054369
0.0447213595499957,0.0999243635843787,-0.1822289440672129,0.5870467496368712
0.0894427190999915,-0.6107418653268726,-0.8674756892785108,0.3980761803682334
0.1341640786499874,0.0859874685190437,0.4588681360969042,0.0601916798197543
0.1788854381999831,-0.359935463861259,-0.7238347883785072,0.3350741325190698
0.223606797749979,-0.5457318765438506,-0.5137977349114371,-0.3292043765082781
0.2683281572999748,-0.6804263406535472,-0.2375018528743366,-0.0027900885560062
0.3130495168499706,-0.1509108927364426,-0.1490651987829386,0.1690133988319461
0.3577708763999663,0.6062116530592585,-0.6353981342871093,0.1632859399365676
0.4024922359499621,-0.3088335152883642,-0.0495739629301159,-0.0314120882274486
0.447213595499958,-0.0998089441635477,-0.6132889707642599,-0.0314120882274486
0.4919349550499537,0.0255942565692589,-0.1490651987829386,-0.191780937298047
0.5366563145999496,-0.434236716021171,-0.3812114157728583,0.2033781522042172
0.5813776741499453,-0.3738435040713862,-0.4916885713885876,-0.2547474108683574
0.6260990336999412,0.1881913656648333,-0.4916885713885876,0.3923487214728549
0.6708203932499369,-0.0951633124751027,-0.2596110163971861,-0.0657768415997197
0.7155417527999327,-0.5503486533770878,-0.0716831264529654,-0.3922064243574418
0.7602631123499286,-0.0812264174097678,0.0940669379698875,0.1804683166227031
0.8049844718999243,-0.2716684617808044,-0.4806339896271628,0.2205605288903527
0.8497058314499202,-0.4621105061518409,-0.4695794078657381,-0.2604748697637359
0.894427190999916,-0.2437946716501344,-0.7680531154242063,0.1747408577273246
0.9391485505499116,-0.2809597251576943,-0.7348893701399322,0.3808938036820979
0.9838699100999077,-0.4714017695287308,-0.1932835258286376,0.0716465976105113
1.028591269649903,-0.429591084332726,-0.7238347883785072,0.1861957755180816
1.0733126291998991,-0.8476402265823589,-0.1380106170215139,0.5125897839969504
1.118033988749895,-0.6432612871459875,0.2267219191069845,0.2606171668791491
1.1627553482998907,-0.6200331287037626,-0.2485564346357613,-0.0256846293320701
1.2074767078498865,0.2764295128900803,0.4478135543354795,-0.0428670060182056
1.2521980673998825,-0.5921593385730926,-0.0274647994072664,0.3465290503098268
1.296919426949878,-0.2763140934692493,0.1714490102998608,0.2892544613560416
1.3416407864998738,-0.6711350772766572,0.0719577744470381,0.1632859399365676
1.3863621460498696,-0.3738435040713862,-0.0827377082143901,0.1289211865642965
1.4310835055998654,0.1045699952728236,-0.7901622789470558,0.3236192147283128
1.4758048651498614,-0.1973383547656846,-0.1822289440672129,0.0430093031336187
1.5205262246998572,-0.0022630845626511,-0.3148839252043098,-0.0428670060182056
1.5652475842498528,-0.5968049702615376,0.0387940291627638,0.3236192147283128
1.6099689437998486,-0.3134791469768092,0.591454455235483,-0.271929787554493
1.6546903033498443,-0.6525525505228774,-0.5580160619571362,-0.1860534784026685
1.6994116628998404,0.4064783453113321,0.0940669379698875,0.3178917558329342
1.744133022449836,-0.8801596484014738,-0.3701568340114336,0.1518310221458105
1.788854381999832,-0.1323283659826626,0.1493398467770113,0.3579839681005838
1.8335757415498275,-0.359935463861259,-0.0053851564240598,0.2033781522042172
1.8782971010998233,-0.0022630845626511,-0.3812114157728583,0.0659191387151328
1.9230184606498193,0.020948624880814,-0.2485564346357613,-0.4895376513000233
1.967739820199815,-0.030124468836873,-0.4585248261043134,0.1804683166227031
2.012461179749811,-0.5503486533770878,-0.1601197805443634,0.2720720846699061
2.0571825392998067,-0.1183914709173277,-0.2043381075900624,0.5755918318461142
2.101903898849802,-0.350644200484369,-0.6132889707642599,0.3522565092052053
2.1466252583997982,0.3693421466589799,-0.2596110163971861,-0.4666278157185092
2.191346617949794,0.3089489347091951,-0.0716831264529654,0.0773740565058898
2.23606797749979,0.0999243635843787,-0.3812114157728583,0.0544642209243758
2.280789337049786,0.0488224150114839,0.1935581738227103,0.5183172428923289
2.3255106965997814,0.3135945663976401,-0.2375018528743366,0.2205605288903527
